TransactionID,DateID,ProductID,SupplierID,LocationID,LogisticsID,QualityID,CustomerID,Availability,ProductsSold,RevenueGenerated,StockLevels,OrderQuantity,SupplierLeadTime,ShippingTime,ShippingCost,SupplyLeadTime,ProductionVolume,ManufacturingLeadTime,ManufacturingCost,DefectRate,TransportationCost
TRX-011051,20231125,SKU-1186,SUP-021,LOC-011,LOG-040,QLT-01,CUST-0424,1,200,15051.04,1215,232,18,12,315.76,32,4047,13,5360.13,2.73,206.93
TRX-011052,20250315,SKU-1030,SUP-027,LOC-019,LOG-004,QLT-01,CUST-0181,1,555,44110.26,1742,634,22,7,1288.19,31,4667,5,25731.55,17.56,980.46
TRX-011053,20260722,SKU-1155,SUP-036,LOC-011,LOG-027,QLT-03,CUST-0227,1,676,42586.66,2459,975,20,14,3237.1,36,4438,13,29505.2,15.92,791.86
TRX-011054,20230918,SKU-1059,SUP-001,LOC-010,LOG-016,QLT-02,CUST-0265,1,557,39387.68,1720,594,16,10,1033.09,30,3486,15,22674.36,4.26,1620.15
TRX-011055,20241228,SKU-1248,SUP-001,LOC-008,LOG-082,QLT-01,CUST-0106,1,719,62721.49,702,707,18,4,865.57,23,395,18,23476.51,14.83,1931.93
TRX-011056,20240515,SKU-1130,SUP-022,LOC-015,LOG-007,QLT-01,CUST-0321,1,1002,60343.72,876,994,27,13,3464.58,45,575,2,44745.77,5.91,3075.36
TRX-011057,20240717,SKU-1117,SUP-015,LOC-008,LOG-011,QLT-01,CUST-0487,1,221,17245.41,1307,230,29,1,812.11,32,682,16,10016.43,5.4,463.62
TRX-011058,20250718,SKU-1182,SUP-020,LOC-019,LOG-072,QLT-01,CUST-0404,1,790,63707.82,1235,868,17,5,1004.93,23,2007,2,43387.06,17.82,2009.38
TRX-011059,20260305,SKU-1013,SUP-003,LOC-001,LOG-064,QLT-01,CUST-0390,1,238,4999.66,992,315,30,11,609.51,45,2858,10,3555.13,11.65,736.38
TRX-011060,20260615,SKU-1185,SUP-014,LOC-023,LOG-052,QLT-01,CUST-0096,1,694,37836.94,1622,882,9,3,957.19,19,4981,10,15648.05,13.53,747.29
TRX-011061,20251024,SKU-1216,SUP-009,LOC-020,LOG-006,QLT-01,CUST-0461,1,578,28275.84,732,589,6,5,2098.79,16,4217,7,15892.1,5.57,893.13
TRX-011062,20231224,SKU-1142,SUP-019,LOC-003,LOG-048,QLT-01,CUST-0295,1,376,16697.19,443,402,16,8,415.94,25,623,7,10273.6,15.33,1331.98
TRX-011063,20241212,SKU-1001,SUP-040,LOC-021,LOG-069,QLT-01,CUST-0488,1,560,18102.01,833,536,12,5,1910.98,23,4878,9,12122.05,9.6,668.41
TRX-011064,20230314,SKU-1023,SUP-034,LOC-012,LOG-006,QLT-01,CUST-0123,1,643,50720.15,2159,940,10,7,988.54,21,579,8,33657.5,12.79,2045.0
TRX-011065,20251130,SKU-1205,SUP-004,LOC-016,LOG-061,QLT-01,CUST-0277,0,759,28974.5,251,963,14,4,733.19,22,4837,19,17311.44,2.25,2165.78
TRX-011066,20240510,SKU-1063,SUP-033,LOC-022,LOG-066,QLT-02,CUST-0037,0,925,42589.6,2203,924,14,1,656.6,15,4803,7,25698.52,2.25,2477.44
TRX-011067,20240229,SKU-1239,SUP-037,LOC-016,LOG-095,QLT-01,CUST-0268,1,357,23739.04,206,542,7,3,1630.72,13,215,17,13199.86,2.92,531.46
TRX-011068,20230405,SKU-1198,SUP-002,LOC-030,LOG-096,QLT-01,CUST-0198,1,487,20660.43,2103,622,5,7,2131.67,16,1487,16,11183.38,6.19,2006.17
TRX-011069,20230301,SKU-1099,SUP-027,LOC-017,LOG-073,QLT-01,CUST-0255,1,991,22603.17,2088,954,25,5,1941.94,30,2036,13,6972.77,8.47,3270.02
TRX-011070,20230125,SKU-1113,SUP-017,LOC-028,LOG-079,QLT-01,CUST-0015,1,233,7789.84,2326,269,29,7,932.14,39,4629,9,3243.09,12.73,541.15
TRX-011071,20250830,SKU-1023,SUP-031,LOC-028,LOG-085,QLT-01,CUST-0405,1,579,40007.92,619,749,16,5,842.57,21,4899,7,19740.63,4.33,1249.23
TRX-011072,20241209,SKU-1154,SUP-006,LOC-016,LOG-053,QLT-01,CUST-0085,1,662,33062.1,35,648,11,2,1071.13,18,1145,20,14062.32,9.29,683.46
TRX-011073,20250408,SKU-1164,SUP-031,LOC-009,LOG-028,QLT-01,CUST-0092,1,564,52224.8,586,715,26,13,2384.94,43,1700,18,45096.18,9.61,1217.76
TRX-011074,20250702,SKU-1229,SUP-003,LOC-022,LOG-091,QLT-03,CUST-0100,1,64,3144.83,681,92,19,4,90.52,23,363,6,1311.1,6.03,305.32
TRX-011075,20250418,SKU-1221,SUP-040,LOC-019,LOG-005,QLT-01,CUST-0465,1,523,28854.23,2345,594,18,5,1256.52,28,981,19,20693.96,5.29,353.08
TRX-011076,20231228,SKU-1090,SUP-003,LOC-001,LOG-081,QLT-01,CUST-0174,1,783,19442.49,415,837,6,1,806.44,14,4198,16,13303.31,0.88,1263.83
TRX-011077,20260415,SKU-1166,SUP-033,LOC-029,LOG-058,QLT-01,CUST-0455,1,44,162.36,1999,65,6,7,87.08,13,2710,2,112.25,5.31,189.69
TRX-011078,20250323,SKU-1190,SUP-013,LOC-025,LOG-024,QLT-01,CUST-0215,1,808,68874.37,1564,900,6,7,2424.07,13,134,7,19275.48,7.82,2423.37
TRX-011079,20250919,SKU-1206,SUP-021,LOC-018,LOG-031,QLT-01,CUST-0365,1,575,15299.54,615,721,27,4,2151.7,32,4191,5,12178.61,23.93,1546.78
TRX-011080,20251211,SKU-1025,SUP-037,LOC-030,LOG-041,QLT-01,CUST-0086,1,475,44772.14,1579,679,24,5,943.04,29,1266,14,37178.93,13.72,1901.21
TRX-011081,20251120,SKU-1064,SUP-016,LOC-026,LOG-068,QLT-01,CUST-0394,1,517,30518.77,579,572,15,3,1679.7,20,4722,18,12157.46,13.29,1503.13
TRX-011082,20230703,SKU-1119,SUP-021,LOC-006,LOG-084,QLT-01,CUST-0082,1,118,574.89,1305,157,25,6,612.6,36,397,3,253.54,26.91,361.61
TRX-011083,20230427,SKU-1003,SUP-013,LOC-006,LOG-081,QLT-01,CUST-0322,1,477,46934.06,1675,665,27,1,788.51,33,4703,19,38573.65,17.23,1580.35
TRX-011084,20260101,SKU-1156,SUP-004,LOC-012,LOG-046,QLT-02,CUST-0374,1,252,1486.75,2003,367,14,2,235.11,17,2864,12,613.02,7.62,515.39
TRX-011085,20260316,SKU-1248,SUP-031,LOC-003,LOG-010,QLT-01,CUST-0460,1,544,44695.56,1403,672,7,11,1268.28,19,1501,2,28437.72,7.17,1447.01
TRX-011086,20230504,SKU-1000,SUP-009,LOC-011,LOG-037,QLT-01,CUST-0493,1,503,40734.0,418,561,29,10,1344.03,40,450,8,29191.21,3.74,593.73
TRX-011087,20250918,SKU-1234,SUP-033,LOC-006,LOG-021,QLT-01,CUST-0117,0,743,5521.8,2353,715,14,6,965.73,24,3333,10,2081.23,2.45,2340.34
TRX-011088,20250409,SKU-1049,SUP-037,LOC-014,LOG-021,QLT-01,CUST-0167,1,131,7114.06,245,168,5,3,270.19,14,3723,5,3631.46,15.64,313.64
TRX-011089,20230627,SKU-1109,SUP-037,LOC-018,LOG-080,QLT-01,CUST-0242,1,44,215.36,1268,50,28,11,27.55,44,1616,17,78.26,3.1,127.6
TRX-011090,20241108,SKU-1213,SUP-024,LOC-016,LOG-010,QLT-01,CUST-0278,1,551,50748.97,1160,791,19,3,1621.56,29,3181,13,32857.67,5.17,338.0
TRX-011091,20251030,SKU-1138,SUP-025,LOC-024,LOG-082,QLT-01,CUST-0491,1,849,59189.47,1821,829,28,12,2466.35,42,1672,11,22595.52,1.38,1951.69
TRX-011092,20260401,SKU-1073,SUP-029,LOC-013,LOG-093,QLT-01,CUST-0342,1,342,10639.41,476,362,20,11,1351.5,38,3801,20,7780.01,13.35,821.65
TRX-011093,20250302,SKU-1186,SUP-040,LOC-001,LOG-095,QLT-01,CUST-0426,1,114,9206.39,1742,122,22,7,326.66,36,471,15,3549.87,7.15,166.35
TRX-011094,20240901,SKU-1061,SUP-036,LOC-006,LOG-024,QLT-01,CUST-0470,1,753,60645.38,997,867,10,8,2429.78,21,4141,14,47833.07,17.24,2760.34
TRX-011095,20240918,SKU-1080,SUP-015,LOC-014,LOG-012,QLT-01,CUST-0134,0,330,9802.53,2033,377,25,13,1329.31,45,3767,16,3087.27,9.37,1187.48
TRX-011096,20250913,SKU-1163,SUP-018,LOC-017,LOG-020,QLT-01,CUST-0366,1,460,13608.2,60,556,8,14,2136.55,28,1588,2,4490.62,2.68,584.16
TRX-011097,20241219,SKU-1055,SUP-020,LOC-025,LOG-070,QLT-03,CUST-0180,1,438,21619.14,958,656,23,6,1084.02,32,4695,11,10043.1,0.62,1764.27
TRX-011098,20230401,SKU-1110,SUP-005,LOC-013,LOG-008,QLT-01,CUST-0165,1,177,10657.11,2465,261,11,13,742.6,28,822,18,4470.74,8.57,220.83
TRX-011099,20231213,SKU-1217,SUP-018,LOC-013,LOG-078,QLT-01,CUST-0212,1,142,8166.19,432,196,28,5,420.18,34,3081,2,3294.6,8.8,534.5
TRX-011100,20240930,SKU-1239,SUP-040,LOC-009,LOG-005,QLT-03,CUST-0006,1,476,27788.02,2310,657,9,10,1906.94,21,2956,16,14397.16,8.55,1119.18
TRX-011101,20240220,SKU-1020,SUP-001,LOC-006,LOG-054,QLT-03,CUST-0073,1,113,9425.92,1552,168,19,3,379.21,23,2383,7,4183.67,12.14,576.34
TRX-011102,20230825,SKU-1140,SUP-019,LOC-006,LOG-036,QLT-01,CUST-0413,1,806,17485.44,527,950,27,14,571.27,48,4970,13,11246.68,7.1,1907.36
TRX-011103,20230126,SKU-1008,SUP-023,LOC-025,LOG-038,QLT-01,CUST-0357,1,286,22273.65,2061,336,22,10,962.78,33,2939,19,9368.93,8.12,574.52
TRX-011104,20260410,SKU-1138,SUP-026,LOC-030,LOG-003,QLT-02,CUST-0453,0,63,5361.03,2217,71,26,10,176.32,40,939,4,3214.16,8.11,122.14
TRX-011105,20240427,SKU-1202,SUP-029,LOC-005,LOG-036,QLT-01,CUST-0435,1,164,10089.89,1643,170,18,3,407.6,23,517,10,5080.12,10.55,345.01
TRX-011106,20230810,SKU-1069,SUP-034,LOC-025,LOG-022,QLT-01,CUST-0077,1,128,4184.24,2294,125,15,5,467.03,20,2530,4,1410.7,23.54,73.01
TRX-011107,20260528,SKU-1128,SUP-019,LOC-021,LOG-008,QLT-01,CUST-0283,0,135,2726.44,1164,132,11,13,416.58,31,2112,20,1641.84,16.27,173.22
TRX-011108,20260609,SKU-1117,SUP-018,LOC-014,LOG-061,QLT-01,CUST-0215,0,410,30592.79,1847,406,26,5,278.66,34,2355,8,15054.31,12.66,1229.95
TRX-011109,20241017,SKU-1197,SUP-002,LOC-014,LOG-078,QLT-01,CUST-0165,0,593,12846.32,1266,627,27,5,1554.42,38,4947,18,7298.71,15.09,1946.85
TRX-011110,20260705,SKU-1204,SUP-027,LOC-004,LOG-007,QLT-01,CUST-0174,1,283,17559.84,2256,309,14,3,499.28,20,741,14,7998.47,3.54,701.17
TRX-011111,20250906,SKU-1213,SUP-006,LOC-002,LOG-068,QLT-01,CUST-0098,1,501,44992.12,2458,719,15,14,1002.11,32,2950,9,18032.08,0.52,1649.94
TRX-011112,20250714,SKU-1055,SUP-039,LOC-002,LOG-062,QLT-01,CUST-0025,1,182,8498.31,1270,200,27,12,729.03,40,2378,2,4674.05,10.24,73.61
TRX-011113,20231125,SKU-1030,SUP-006,LOC-029,LOG-019,QLT-02,CUST-0421,1,597,44069.73,622,838,11,9,3187.09,26,2625,8,24186.68,1.48,1967.7
TRX-011114,20260429,SKU-1213,SUP-006,LOC-017,LOG-047,QLT-03,CUST-0151,1,947,78201.33,1151,999,7,5,664.76,12,1185,5,43863.56,8.8,1740.14
TRX-011115,20251224,SKU-1036,SUP-031,LOC-010,LOG-024,QLT-01,CUST-0220,1,633,17445.1,2237,886,8,4,1184.73,12,2246,6,7006.74,7.16,2920.03
TRX-011116,20241028,SKU-1174,SUP-040,LOC-014,LOG-080,QLT-01,CUST-0154,1,524,47458.87,1109,568,8,14,1881.85,23,4735,12,16031.78,31.19,1894.1
TRX-011117,20230903,SKU-1090,SUP-030,LOC-019,LOG-006,QLT-01,CUST-0076,0,432,12383.83,2450,637,11,14,1998.25,30,2752,6,9410.57,19.12,1911.19
TRX-011118,20260306,SKU-1113,SUP-021,LOC-017,LOG-008,QLT-01,CUST-0376,1,119,3415.12,250,154,16,3,179.19,20,879,9,2855.07,10.92,60.82
TRX-011119,20250906,SKU-1243,SUP-018,LOC-029,LOG-025,QLT-02,CUST-0436,1,201,1881.95,1569,252,24,4,457.68,30,1695,11,691.98,11.86,335.68
TRX-011120,20230616,SKU-1205,SUP-023,LOC-022,LOG-096,QLT-01,CUST-0231,1,470,17009.69,1376,607,16,9,1645.46,28,3793,19,8563.02,9.56,1820.34
TRX-011121,20230612,SKU-1127,SUP-038,LOC-030,LOG-089,QLT-01,CUST-0003,1,197,14415.19,1166,255,11,11,935.03,25,1344,15,13881.77,9.24,355.8
TRX-011122,20241103,SKU-1174,SUP-023,LOC-011,LOG-074,QLT-01,CUST-0073,1,738,55600.44,173,856,13,9,1146.49,22,3315,8,28988.75,11.68,1787.76
TRX-011123,20250425,SKU-1121,SUP-028,LOC-029,LOG-041,QLT-01,CUST-0111,0,238,12151.19,331,244,5,13,752.17,23,813,17,3442.6,3.87,853.44
TRX-011124,20251021,SKU-1068,SUP-036,LOC-007,LOG-058,QLT-01,CUST-0335,1,371,18644.95,1389,372,17,3,351.93,23,3961,15,6895.99,11.86,584.79
TRX-011125,20230627,SKU-1185,SUP-025,LOC-009,LOG-081,QLT-03,CUST-0072,1,449,31642.6,1935,661,7,1,1635.23,14,4806,17,15490.31,6.49,1802.84
TRX-011126,20251010,SKU-1035,SUP-007,LOC-014,LOG-060,QLT-01,CUST-0412,1,586,57136.12,2315,807,29,11,2341.9,43,4781,9,40736.68,6.73,1660.12
TRX-011127,20250520,SKU-1031,SUP-018,LOC-023,LOG-003,QLT-01,CUST-0255,1,513,34076.57,1922,664,21,6,2608.86,29,2858,17,12698.33,18.29,1725.24
TRX-011128,20230901,SKU-1225,SUP-020,LOC-004,LOG-009,QLT-01,CUST-0218,1,244,16710.26,1246,265,6,2,270.99,9,575,14,11305.42,4.62,637.7
TRX-011129,20241122,SKU-1063,SUP-005,LOC-014,LOG-052,QLT-01,CUST-0208,1,592,29340.51,1430,730,27,8,889.79,36,3876,12,11637.16,23.11,2234.54
TRX-011130,20260615,SKU-1198,SUP-018,LOC-020,LOG-058,QLT-01,CUST-0249,1,68,2836.89,1421,81,29,7,213.94,40,3432,8,937.52,13.74,31.59
TRX-011131,20260214,SKU-1169,SUP-040,LOC-024,LOG-060,QLT-01,CUST-0290,1,754,27681.62,1514,783,7,5,3130.16,12,2785,14,11542.23,18.32,609.85
TRX-011132,20230107,SKU-1047,SUP-033,LOC-020,LOG-082,QLT-01,CUST-0340,1,657,42252.44,959,725,24,4,1872.84,32,2964,19,23813.86,9.75,387.75
TRX-011133,20260412,SKU-1201,SUP-015,LOC-017,LOG-049,QLT-01,CUST-0065,1,838,32708.05,664,948,30,2,2215.5,39,4007,17,16402.46,9.03,1554.57
TRX-011134,20260213,SKU-1241,SUP-035,LOC-025,LOG-094,QLT-01,CUST-0472,1,443,19981.98,2253,503,9,10,1655.44,21,2459,8,6319.23,7.78,197.7
TRX-011135,20230912,SKU-1080,SUP-001,LOC-019,LOG-005,QLT-01,CUST-0285,1,666,16740.37,2025,913,8,11,2635.73,25,3527,4,12924.61,19.82,656.12
TRX-011136,20240416,SKU-1157,SUP-021,LOC-030,LOG-062,QLT-01,CUST-0004,1,82,4476.71,993,119,22,3,167.4,31,2124,18,3316.74,19.68,76.94
TRX-011137,20240619,SKU-1148,SUP-008,LOC-017,LOG-032,QLT-01,CUST-0196,0,581,6064.33,31,745,5,10,1412.51,16,361,18,2984.8,12.41,450.22
TRX-011138,20240825,SKU-1059,SUP-007,LOC-025,LOG-027,QLT-01,CUST-0119,1,639,36081.54,2262,668,14,1,1935.04,17,1895,9,15377.72,2.87,1182.59
TRX-011139,20240704,SKU-1140,SUP-040,LOC-027,LOG-085,QLT-01,CUST-0190,1,623,10777.19,2161,629,25,14,2055.05,45,2382,9,3340.79,10.06,1297.65
TRX-011140,20250815,SKU-1000,SUP-040,LOC-027,LOG-024,QLT-03,CUST-0166,1,113,10398.59,39,117,7,12,414.65,25,1471,9,3747.1,24.21,108.96
TRX-011141,20230714,SKU-1064,SUP-030,LOC-014,LOG-038,QLT-01,CUST-0451,1,135,6869.26,406,190,15,4,386.45,26,2692,14,5502.5,6.8,135.14
TRX-011142,20230723,SKU-1238,SUP-038,LOC-013,LOG-067,QLT-01,CUST-0232,1,1011,109242.07,1332,994,27,3,2032.3,31,2111,15,55147.19,15.19,532.91
TRX-011143,20260407,SKU-1032,SUP-035,LOC-026,LOG-016,QLT-01,CUST-0130,1,653,40249.26,1025,812,7,5,1603.37,16,2902,7,12731.2,1.34,2265.72
TRX-011144,20230606,SKU-1037,SUP-002,LOC-014,LOG-015,QLT-01,CUST-0477,1,279,8034.41,677,284,28,14,485.6,47,198,12,3130.4,2.71,450.94
TRX-011145,20250827,SKU-1024,SUP-008,LOC-026,LOG-025,QLT-01,CUST-0369,1,363,29770.15,606,404,30,2,1545.32,36,1976,11,8792.55,6.14,286.72
TRX-011146,20250223,SKU-1153,SUP-038,LOC-016,LOG-072,QLT-01,CUST-0092,1,523,31612.41,1453,541,28,13,433.02,48,4762,14,12410.55,14.5,1871.95
TRX-011147,20250623,SKU-1204,SUP-004,LOC-021,LOG-004,QLT-01,CUST-0332,1,572,35866.74,2074,864,5,10,493.92,15,3813,19,16880.99,8.59,539.44
TRX-011148,20240504,SKU-1058,SUP-037,LOC-028,LOG-032,QLT-01,CUST-0125,1,528,19752.17,1133,641,17,11,2224.39,35,3460,8,7876.79,6.14,1217.08
TRX-011149,20240520,SKU-1219,SUP-021,LOC-015,LOG-045,QLT-01,CUST-0300,1,65,874.59,916,73,20,3,95.37,27,450,4,616.1,7.29,132.78
TRX-011150,20230104,SKU-1160,SUP-013,LOC-030,LOG-056,QLT-01,CUST-0207,1,71,2745.95,776,89,24,7,63.03,38,1088,14,1249.49,10.19,181.65
TRX-011151,20241022,SKU-1100,SUP-009,LOC-025,LOG-035,QLT-01,CUST-0114,1,688,42521.12,1439,713,12,6,805.73,18,2426,15,26614.39,10.63,2329.18
TRX-011152,20250622,SKU-1126,SUP-029,LOC-019,LOG-053,QLT-01,CUST-0361,1,340,14606.67,2436,362,25,6,428.71,33,4791,8,9919.37,15.36,706.05
TRX-011153,20240711,SKU-1040,SUP-024,LOC-022,LOG-030,QLT-01,CUST-0351,1,334,28342.52,1145,415,16,4,966.28,23,4178,15,15956.34,6.4,589.35
TRX-011154,20241224,SKU-1157,SUP-016,LOC-011,LOG-049,QLT-02,CUST-0373,1,588,34373.75,220,713,17,8,404.78,25,1889,18,20719.98,5.49,1467.13
TRX-011155,20260207,SKU-1056,SUP-012,LOC-012,LOG-094,QLT-01,CUST-0101,1,236,24032.2,1636,279,14,2,345.19,20,3696,6,10699.92,12.83,794.26
TRX-011156,20260506,SKU-1176,SUP-002,LOC-011,LOG-081,QLT-01,CUST-0032,1,769,2457.63,1938,886,14,5,1488.98,22,3988,13,1631.54,6.91,1321.64
TRX-011157,20240128,SKU-1047,SUP-019,LOC-028,LOG-083,QLT-01,CUST-0470,1,283,20622.82,1658,368,9,3,512.29,14,3693,18,6839.17,17.03,1174.81
TRX-011158,20250831,SKU-1071,SUP-030,LOC-023,LOG-052,QLT-01,CUST-0131,1,407,28257.04,485,549,25,10,1688.24,39,4925,17,18506.9,8.19,499.6
TRX-011159,20240307,SKU-1176,SUP-016,LOC-005,LOG-095,QLT-01,CUST-0017,1,136,454.21,269,196,20,7,108.72,29,3860,13,227.36,21.51,624.85
TRX-011160,20230410,SKU-1174,SUP-024,LOC-028,LOG-081,QLT-01,CUST-0477,1,620,54764.89,145,879,18,4,2138.4,27,1283,15,48417.3,16.34,2191.84
TRX-011161,20230221,SKU-1055,SUP-013,LOC-008,LOG-002,QLT-01,CUST-0248,1,421,22017.67,330,504,9,10,1284.71,26,308,14,13221.7,19.34,1313.71
TRX-011162,20251023,SKU-1064,SUP-005,LOC-026,LOG-059,QLT-01,CUST-0375,0,306,15579.69,831,335,17,8,957.27,29,3828,13,10190.42,4.17,999.24
TRX-011163,20240912,SKU-1011,SUP-023,LOC-006,LOG-037,QLT-01,CUST-0396,1,595,38021.42,2296,650,10,14,2191.38,29,4388,5,27199.65,29.68,1523.9
TRX-011164,20260328,SKU-1068,SUP-038,LOC-016,LOG-029,QLT-01,CUST-0064,1,788,41085.0,216,947,12,11,1923.42,23,167,11,21539.64,7.42,667.09
TRX-011165,20251222,SKU-1215,SUP-031,LOC-012,LOG-030,QLT-01,CUST-0447,0,223,10926.95,1916,249,7,5,178.34,15,2869,7,4284.56,18.09,77.26
TRX-011166,20260321,SKU-1133,SUP-017,LOC-006,LOG-022,QLT-01,CUST-0078,1,914,96318.91,1860,885,17,14,1998.27,36,624,13,39631.35,6.82,2726.12
TRX-011167,20260414,SKU-1088,SUP-003,LOC-013,LOG-075,QLT-02,CUST-0200,1,309,20405.21,1362,297,15,3,917.79,24,3871,4,7395.2,2.97,1029.64
TRX-011168,20230410,SKU-1192,SUP-026,LOC-007,LOG-019,QLT-01,CUST-0041,1,537,29353.83,310,544,17,13,456.86,34,626,8,9787.03,11.34,1359.4
TRX-011169,20230703,SKU-1024,SUP-013,LOC-008,LOG-067,QLT-01,CUST-0258,1,277,25957.69,2086,273,7,10,873.94,21,1635,15,14386.89,8.41,527.38
TRX-011170,20231225,SKU-1000,SUP-038,LOC-012,LOG-086,QLT-01,CUST-0181,1,202,17787.66,1736,287,20,12,299.86,36,755,9,7198.93,9.88,801.7
TRX-011171,20260624,SKU-1159,SUP-022,LOC-029,LOG-018,QLT-01,CUST-0290,1,724,11049.84,2287,951,14,5,3311.41,19,2829,10,6107.7,14.68,799.11
TRX-011172,20240616,SKU-1233,SUP-021,LOC-002,LOG-094,QLT-01,CUST-0125,1,690,7686.07,21,669,16,13,406.2,30,2036,15,2369.81,11.4,1250.06
TRX-011173,20241016,SKU-1233,SUP-029,LOC-023,LOG-065,QLT-01,CUST-0344,1,528,6391.43,199,753,8,4,1514.83,16,851,11,3357.3,24.6,2581.97
TRX-011174,20260228,SKU-1130,SUP-039,LOC-009,LOG-084,QLT-01,CUST-0112,1,801,50243.25,1447,802,23,6,961.03,32,1046,3,29017.55,5.82,2152.5
TRX-011175,20251030,SKU-1048,SUP-005,LOC-013,LOG-005,QLT-01,CUST-0468,1,443,15816.87,901,537,18,5,1213.49,30,623,2,5901.14,6.44,973.69
TRX-011176,20230627,SKU-1146,SUP-014,LOC-017,LOG-076,QLT-01,CUST-0235,1,684,32491.37,2254,658,22,4,1810.63,29,1458,12,11667.97,2.1,1503.19
TRX-011177,20241219,SKU-1059,SUP-018,LOC-013,LOG-011,QLT-01,CUST-0500,1,739,50903.67,1430,790,11,9,2073.29,24,830,8,19218.29,4.55,669.71
TRX-011178,20240523,SKU-1234,SUP-004,LOC-016,LOG-088,QLT-01,CUST-0202,1,649,4718.16,283,827,9,3,2259.27,19,2752,3,3657.94,14.63,2196.94
TRX-011179,20260223,SKU-1156,SUP-033,LOC-028,LOG-058,QLT-01,CUST-0040,1,562,3804.6,49,807,12,10,3161.79,25,4981,11,2459.4,4.18,1862.05
TRX-011180,20251203,SKU-1177,SUP-039,LOC-001,LOG-018,QLT-01,CUST-0199,0,531,44072.73,1220,713,14,6,1033.85,26,2989,6,33870.9,2.26,1619.36
TRX-011181,20260627,SKU-1001,SUP-020,LOC-007,LOG-072,QLT-01,CUST-0449,1,258,9693.03,647,277,22,7,239.28,34,4994,11,4025.6,9.24,809.13
TRX-011182,20251214,SKU-1072,SUP-013,LOC-013,LOG-093,QLT-03,CUST-0311,1,538,49261.79,122,692,17,12,2392.36,35,732,7,19297.9,23.48,1013.91
TRX-011183,20250825,SKU-1183,SUP-036,LOC-014,LOG-056,QLT-01,CUST-0126,1,626,55779.02,2340,608,24,5,2370.84,33,3477,8,18312.32,7.02,575.81
TRX-011184,20230929,SKU-1144,SUP-004,LOC-021,LOG-022,QLT-01,CUST-0074,1,682,4663.52,1016,790,14,14,1975.78,35,4980,19,2301.15,17.06,2737.89
TRX-011185,20240713,SKU-1187,SUP-035,LOC-017,LOG-056,QLT-01,CUST-0179,1,450,33795.71,655,524,22,2,1987.33,29,3499,6,17271.49,5.9,580.14
TRX-011186,20260807,SKU-1109,SUP-008,LOC-030,LOG-066,QLT-03,CUST-0005,1,631,2968.54,146,649,10,2,2269.86,14,3898,14,749.29,10.41,804.42
TRX-011187,20251210,SKU-1163,SUP-040,LOC-016,LOG-023,QLT-01,CUST-0312,1,745,22421.07,2350,769,18,14,2666.29,37,174,4,8061.78,12.76,1298.11
TRX-011188,20250425,SKU-1060,SUP-036,LOC-015,LOG-016,QLT-01,CUST-0118,1,799,47186.39,38,864,13,7,3133.06,24,2948,14,32174.04,18.03,1148.11
TRX-011189,20240303,SKU-1016,SUP-006,LOC-029,LOG-044,QLT-01,CUST-0232,1,413,10949.92,1215,401,8,13,1041.81,25,3509,6,5476.65,11.07,859.79
TRX-011190,20250801,SKU-1048,SUP-022,LOC-017,LOG-072,QLT-01,CUST-0149,1,89,2922.2,2189,102,14,5,146.21,23,1202,20,1417.6,4.75,197.01
TRX-011191,20250123,SKU-1075,SUP-006,LOC-002,LOG-068,QLT-01,CUST-0314,1,776,38048.38,2355,769,11,7,477.94,19,2591,17,16753.7,4.6,771.81
TRX-011192,20231216,SKU-1187,SUP-036,LOC-027,LOG-014,QLT-01,CUST-0201,1,424,28885.79,820,506,28,11,1268.1,40,4833,8,11678.08,11.84,849.42
TRX-011193,20231018,SKU-1147,SUP-009,LOC-026,LOG-009,QLT-01,CUST-0349,1,856,18907.81,272,897,7,2,3480.47,15,3760,18,13676.01,7.98,1521.9
TRX-011194,20240525,SKU-1177,SUP-016,LOC-025,LOG-075,QLT-01,CUST-0031,1,263,26704.62,2275,355,26,5,557.13,35,2444,16,8537.51,24.24,678.31
TRX-011195,20231217,SKU-1130,SUP-039,LOC-028,LOG-016,QLT-01,CUST-0237,1,824,60534.78,1996,833,14,5,2310.02,22,3421,8,19226.72,5.31,1712.21
TRX-011196,20240630,SKU-1042,SUP-038,LOC-012,LOG-013,QLT-01,CUST-0430,1,244,813.86,885,309,22,7,361.84,30,801,19,359.65,4.43,667.44
TRX-011197,20230814,SKU-1056,SUP-033,LOC-003,LOG-036,QLT-01,CUST-0155,1,513,42344.84,1228,546,27,9,359.92,43,120,14,18119.79,8.15,352.41
TRX-011198,20241109,SKU-1049,SUP-018,LOC-009,LOG-044,QLT-01,CUST-0198,0,744,39186.28,977,956,29,3,1325.7,36,2514,11,27450.7,11.68,1029.78
TRX-011199,20241216,SKU-1195,SUP-012,LOC-006,LOG-081,QLT-01,CUST-0107,0,75,1832.87,1855,73,29,7,239.15,38,4009,11,1010.98,9.29,102.46
TRX-011200,20240304,SKU-1208,SUP-027,LOC-029,LOG-014,QLT-01,CUST-0159,1,209,12593.62,1895,288,7,8,1110.33,18,826,3,10151.74,16.54,486.55
TRX-011201,20250306,SKU-1177,SUP-001,LOC-026,LOG-093,QLT-03,CUST-0169,1,179,18674.47,1271,208,28,7,270.55,38,156,8,11922.52,3.71,553.95
